p1_fighter,p2_fighter,referee,winner,event_date,p1_height,p1_weight,p1_reach,p1_stance,p1_SLpM,p1_Str. Acc.,p1_SApM,p1_Str. Def,p1_TD Avg.,p1_TD Acc.,p1_TD Def.,p1_Sub. Avg.,p2_height,p2_weight,p2_reach,p2_stance,p2_SLpM,p2_Str. Acc.,p2_SApM,p2_Str. Def,p2_TD Avg.,p2_TD Acc.,p2_TD Def.,p2_Sub. Avg.,p1_age_at_event,p2_age_at_event,height_diff,reach_diff,weight_diff,age_diff,slpm_diff,stracc_diff,sapm_diff,strdef_diff,tdavg_diff,tdacc_diff,tddef_diff,subavg_diff,p1_days_since_last_fight,p2_days_since_last_fight,days_since_last_fight_diff,p1_wins,p1_losses,p1_total,p2_wins,p2_losses,p2_total,win_diff,loss_diff,total_diff,p1_win_streak,p2_win_streak,p1_age_adjusted_SLpM,p2_age_adjusted_SLpM,p1_age_adjusted_Str. Acc.,p2_age_adjusted_Str. Acc.,p1_age_adjusted_SApM,p2_age_adjusted_SApM,p1_age_adjusted_Str. Def,p2_age_adjusted_Str. Def,p1_age_adjusted_TD Avg.,p2_age_adjusted_TD Avg.,p1_age_adjusted_TD Acc.,p2_age_adjusted_TD Acc.,p1_age_adjusted_TD Def.,p2_age_adjusted_TD Def.,p1_age_adjusted_Sub. Avg.,p2_age_adjusted_Sub. Avg.,p1_KD_EMA,p2_KD_EMA,p1_SIG_STR_PCT_EMA,p2_SIG_STR_PCT_EMA,p1_TD_PCT_EMA,p2_TD_PCT_EMA,p1_SUB_ATT_EMA,p2_SUB_ATT_EMA,p1_REV_EMA,p2_REV_EMA,p1_CTRL_EMA,p2_CTRL_EMA,p1_R1_KD_EMA,p2_R1_KD_EMA,p1_R1_SIG_STR_PCT_EMA,p2_R1_SIG_STR_PCT_EMA,p1_R1_TD_PCT_EMA,p2_R1_TD_PCT_EMA,p1_R1_SUB_ATT_EMA,p2_R1_SUB_ATT_EMA,p1_R1_REV_EMA,p2_R1_REV_EMA,p1_R1_CTRL_EMA,p2_R1_CTRL_EMA,p1_SIG_STR_PCT_DETAILED_EMA,p2_SIG_STR_PCT_DETAILED_EMA,p1_R1_SIG_STR_PCT_DETAILED_EMA,p2_R1_SIG_STR_PCT_DETAILED_EMA,p1_SIG_STR_LANDED_EMA,p2_SIG_STR_LANDED_EMA,p1_SIG_STR_ATTEMPTED_EMA,p2_SIG_STR_ATTEMPTED_EMA,p1_TOTAL_STR_LANDED_EMA,p2_TOTAL_STR_LANDED_EMA,p1_TOTAL_STR_ATTEMPTED_EMA,p2_TOTAL_STR_ATTEMPTED_EMA,p1_TD_LANDED_EMA,p2_TD_LANDED_EMA,p1_TD_ATTEMPTED_EMA,p2_TD_ATTEMPTED_EMA,p1_R1_SIG_STR_LANDED_EMA,p2_R1_SIG_STR_LANDED_EMA,p1_R1_SIG_STR_ATTEMPTED_EMA,p2_R1_SIG_STR_ATTEMPTED_EMA,p1_R1_TOTAL_STR_LANDED_EMA,p2_R1_TOTAL_STR_LANDED_EMA,p1_R1_TOTAL_STR_ATTEMPTED_EMA,p2_R1_TOTAL_STR_ATTEMPTED_EMA,p1_R1_TD_LANDED_EMA,p2_R1_TD_LANDED_EMA,p1_R1_TD_ATTEMPTED_EMA,p2_R1_TD_ATTEMPTED_EMA,p1_HEAD_LANDED_EMA,p2_HEAD_LANDED_EMA,p1_HEAD_ATTEMPTED_EMA,p2_HEAD_ATTEMPTED_EMA,p1_BODY_LANDED_EMA,p2_BODY_LANDED_EMA,p1_BODY_ATTEMPTED_EMA,p2_BODY_ATTEMPTED_EMA,p1_LEG_LANDED_EMA,p2_LEG_LANDED_EMA,p1_LEG_ATTEMPTED_EMA,p2_LEG_ATTEMPTED_EMA,p1_DISTANCE_LANDED_EMA,p2_DISTANCE_LANDED_EMA,p1_DISTANCE_ATTEMPTED_EMA,p2_DISTANCE_ATTEMPTED_EMA,p1_CLINCH_LANDED_EMA,p2_CLINCH_LANDED_EMA,p1_CLINCH_ATTEMPTED_EMA,p2_CLINCH_ATTEMPTED_EMA,p1_GROUND_LANDED_EMA,p2_GROUND_LANDED_EMA,p1_GROUND_ATTEMPTED_EMA,p2_GROUND_ATTEMPTED_EMA,p1_R1_HEAD_LANDED_EMA,p2_R1_HEAD_LANDED_EMA,p1_R1_HEAD_ATTEMPTED_EMA,p2_R1_HEAD_ATTEMPTED_EMA,p1_R1_BODY_LANDED_EMA,p2_R1_BODY_LANDED_EMA,p1_R1_BODY_ATTEMPTED_EMA,p2_R1_BODY_ATTEMPTED_EMA,p1_R1_LEG_LANDED_EMA,p2_R1_LEG_LANDED_EMA,p1_R1_LEG_ATTEMPTED_EMA,p2_R1_LEG_ATTEMPTED_EMA,p1_R1_DISTANCE_LANDED_EMA,p2_R1_DISTANCE_LANDED_EMA,p1_R1_DISTANCE_ATTEMPTED_EMA,p2_R1_DISTANCE_ATTEMPTED_EMA,p1_R1_CLINCH_LANDED_EMA,p2_R1_CLINCH_LANDED_EMA,p1_R1_CLINCH_ATTEMPTED_EMA,p2_R1_CLINCH_ATTEMPTED_EMA,p1_R1_GROUND_LANDED_EMA,p2_R1_GROUND_LANDED_EMA,p1_R1_GROUND_ATTEMPTED_EMA,p2_R1_GROUND_ATTEMPTED_EMA
Tony Ferguson,Mike Rio,Kerry Hatley,1,2013-10-19,71.0,170.0,76.0,Orthodox,4.91,0.45,4.37,0.55,0.39,0.35,0.66,0.9,70.0,155.0,70.0,Orthodox,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0,29.683778234086244,32.28747433264887,1.0,6.0,15.0,-2.603696098562626,3.2300000000000004,0.06,1.38,0.020000000000000018,-2.19,0.07999999999999996,0.66,-0.09999999999999998,532.0,154.0,378.0,3,1,4,1,1,2,2,0,2,0,0,0.1654102102933038,0.05203256168913762,0.015159795240730491,0.012078987534978377,0.1472184560044272,0.0926055711015009,0.01852863862755949,0.016415034342406515,0.013138489208633091,0.07990714830831849,0.011790951853901492,0.008362375985754261,0.022234366353071387,0.0,0.030319590481460983,0.030971762910200967,0.06666666666666667,0.0,0.2886666666666667,0.4466666666666667,0.3584615384615385,0.34,0.26666666666666666,0.3333333333333333,0.0,0.0,7.866666666666666,157.33333333333334,0.06666666666666667,0.0,0.27266666666666667,0.4466666666666667,0.66,0.2866666666666667,0.26666666666666666,0.0,0.0,0.0,5.2,81.66666666666667,0.2886666666666667,0.4466666666666667,0.27266666666666667,0.4466666666666667,45.8,13.333333333333334,169.2,29.666666666666668,46.6,27.666666666666668,170.26666666666668,46.333333333333336,0.4,2.0,1.0,5.666666666666667,18.866666666666667,7.0,66.8,15.666666666666666,19.666666666666668,13.333333333333334,67.86666666666666,22.666666666666668,0.13333333333333333,1.0,0.2,3.6666666666666665,26.6,5.666666666666667,140.4,20.0,6.2,4.333333333333333,11.866666666666667,5.0,13.0,3.3333333333333335,16.933333333333334,4.666666666666667,43.2,7.0,164.2,21.333333333333332,2.2666666666666666,6.0,4.6,7.666666666666667,0.3333333333333333,0.3333333333333333,0.4,0.6666666666666666,12.733333333333333,1.3333333333333333,56.93333333333333,8.666666666666666,1.4,3.0,2.8,3.6666666666666665,4.733333333333333,2.6666666666666665,7.066666666666666,3.3333333333333335,16.266666666666666,2.0,62.333333333333336,9.0,2.2666666666666666,4.666666666666667,4.066666666666666,6.0,0.3333333333333333,0.3333333333333333,0.4,0.6666666666666666
George Sotiropoulos,KJ Noons,Herb Dean,0,2013-10-19,70.0,155.0,71.0,Orthodox,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,70.0,155.0,70.0,Orthodox,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,36.27926078028747,30.86652977412731,0.0,1.0,0.0,5.412731006160161,-1.0700000000000003,-0.07999999999999996,-1.2599999999999998,0.020000000000000018,2.2399999999999998,0.10999999999999999,-0.15000000000000002,1.6,309.0,147.0,162.0,7,3,10,0,1,1,7,2,9,0,0,0.07194192891102558,0.11922299095263439,0.00744226850803713,0.011339143161255987,0.06946117274167987,0.12246274614156466,0.01846785148290695,0.021058408728046835,0.06394838125424496,0.0025918041511442257,0.008544826805524111,0.006479510377860565,0.014608897441702514,0.02203033528472592,0.04410233189947929,0.0,0.03128054740957967,0.0,0.227663734115347,0.34,0.17971279373368146,,0.198435972629521,0.0,0.017595307917888565,0.0,77.50146627565982,0.0,0.03128054740957967,0.0,0.19393939393939394,0.33,0.38861035422343326,,0.006842619745845552,0.0,0.0019550342130987292,0.0,56.69599217986315,0.0,0.227663734115347,0.34,0.19393939393939394,0.33,25.63049853372434,42.0,100.03225806451613,122.0,28.412512218963833,56.0,103.13196480938416,136.0,0.7917888563049853,0.0,5.478005865102639,0.0,7.937438905180841,20.0,37.934506353861195,60.0,9.018572825024439,20.0,39.16520039100684,60.0,0.6451612903225806,0.0,2.1094819159335287,0.0,19.85728250244379,17.0,86.48387096774194,71.0,4.482893450635386,13.0,11.006842619745846,28.0,1.2903225806451613,12.0,2.541544477028348,23.0,23.118279569892472,41.0,94.32746823069404,121.0,1.804496578690127,1.0,4.797653958944282,1.0,0.70772238514174,0.0,0.9071358748778103,0.0,5.833822091886608,7.0,31.98142717497556,32.0,1.1964809384164223,3.0,4.420332355816226,10.0,0.9071358748778103,10.0,1.5327468230694037,18.0,6.924731182795699,20.0,35.582600195503424,60.0,0.6627565982404692,0.0,1.8533724340175952,0.0,0.34995112414467255,0.0,0.49853372434017595,0.0
Jeremy Larsen,Andre Fili,Jacob Montalvo,0,2013-10-19,70.0,145.0,70.0,Orthodox,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0,71.0,145.0,74.0,Orthodox,3.87,0.37,4.23,0.51,2.22,0.45,0.71,0.2,29.420944558521562,23.318275154004105,-1.0,-4.0,0.0,6.1026694045174565,1.0,0.10999999999999999,1.5199999999999996,0.05999999999999994,0.27,-0.12,-0.71,-0.2,154.0,,,0,2,2,0,0,0,0,2,2,0,0,0.16552833612506979,0.16596424797463896,0.016314907872696814,0.015867382881296233,0.19543900055834726,0.18140278266995424,0.019373953098827466,0.02187125748502994,0.08463358458961474,0.09520429728777739,0.011216499162479061,0.019298168369144067,0.0,0.030448221204649524,0.0,0.008576963719619584,0.6666666666666666,,0.4666666666666666,,0.28,,0.0,,0.0,,136.66666666666666,,0.6666666666666666,,0.4066666666666667,,0.5,,0.0,,0.0,,88.0,,0.4666666666666666,,0.4066666666666667,,39.0,,81.66666666666667,,43.666666666666664,,87.0,,1.3333333333333333,,4.666666666666667,,15.666666666666666,,38.333333333333336,,20.333333333333332,,43.666666666666664,,1.3333333333333333,,2.6666666666666665,,34.666666666666664,,75.33333333333333,,2.3333333333333335,,3.6666666666666665,,2.0,,2.6666666666666665,,29.666666666666668,,63.666666666666664,,6.666666666666667,,14.0,,2.6666666666666665,,4.0,,13.333333333333334,,35.333333333333336,,2.3333333333333335,,3.0,,0.0,,0.0,,11.666666666666666,,29.666666666666668,,1.3333333333333333,,4.666666666666667,,2.6666666666666665,,4.0,
Dustin Pague,Kyoji Horiguchi,Herb Dean,0,2013-10-19,69.0,135.0,74.0,Orthodox,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,65.0,125.0,66.0,Orthodox,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0,26.206707734428473,23.019849418206707,4.0,8.0,10.0,3.186858316221766,-1.9500000000000002,0.08000000000000002,0.5099999999999998,-0.21000000000000002,-0.97,0.0,0.0,2.6,126.0,,,1,4,5,0,0,0,1,4,5,0,0,0.06296097994149603,0.15638677450047575,0.020223829920601757,0.01954834681255947,0.11294818219807773,0.10642988820171266,0.015644849561220225,0.026933277830637488,0.03930291475135813,0.08688154138915319,0.01678959465106561,0.019113939105613702,0.02098699331383201,0.02389242388201713,0.09921124111993314,0.0,0.0,,0.6909677419354839,,0.4666666666666667,,3.935483870967742,,0.5161290322580645,,192.83870967741936,,0.0,,0.7838709677419355,,1.0,,2.903225806451613,,0.5161290322580645,,27.032258064516128,,0.6909677419354839,,0.7838709677419355,,19.193548387096776,,31.35483870967742,,42.096774193548384,,59.935483870967744,,0.8387096774193549,,2.0,,7.838709677419355,,13.419354838709678,,10.870967741935484,,16.451612903225808,,0.06451612903225806,,0.06451612903225806,,13.064516129032258,,23.580645161290324,,3.064516129032258,,3.6774193548387095,,3.064516129032258,,4.096774193548387,,9.516129032258064,,19.806451612903224,,2.129032258064516,,2.193548387096774,,7.548387096774194,,9.35483870967742,,5.967741935483871,,10.67741935483871,,0.6129032258064516,,1.2258064516129032,,1.2580645161290323,,1.5161290322580645,,4.483870967741935,,8.96774193548387,,0.1935483870967742,,0.25806451612903225,,3.161290322580645,,4.193548387096774,
Sarah Kaufman,Jessica Eye,Jacob Montalvo,0,2013-10-19,65.0,135.0,66.0,Orthodox,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0,66.0,125.0,66.0,Orthodox,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,28.079397672826833,27.23066392881588,-1.0,0.0,10.0,0.8487337440109535,2.7900000000000005,0.09000000000000002,-0.1900000000000004,0.06999999999999995,-0.19999999999999996,0.16999999999999993,0.2400000000000001,-0.5,,,,0,0,0,0,0,0,0,0,0,0,0,0.23682844188767552,0.14175196058717074,0.016382117784711388,0.013587623165091496,0.14245319812792512,0.15387065151819831,0.022080245709828392,0.02019781821837925,0.013533053822152887,0.021299517393927207,0.02029958073322933,0.014689322340639455,0.028846772620904838,0.020932284335411222,0.0,0.01836165292579932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Marquardt,Hector Lombard,Jason Stafin,0,2013-10-19,72.0,185.0,74.0,Orthodox,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,69.0,185.0,71.0,Southpaw,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,34.49965776865161,35.709787816563995,3.0,3.0,0.0,-1.2101300479123864,-0.31000000000000005,0.02999999999999997,-1.0300000000000002,0.020000000000000018,0.18000000000000016,0.030000000000000027,-0.07000000000000006,0.30000000000000004,217.0,231.0,-14.0,10,5,15,1,2,3,9,3,12,0,0,0.07855150384890087,0.08457065092386722,0.014203039441314182,0.01288162232615196,0.06724704388540592,0.09381181476654145,0.015942187128005714,0.014841869201870736,0.05420343623521943,0.04732596028521046,0.014782755336878025,0.013441692862071608,0.020290056344734544,0.021562715632906543,0.023188635822553767,0.01400176339799126,0.029297769096957305,0.5714285714285714,0.5348054445020906,0.48142857142857143,0.8358933917488135,0.1,0.38422803430280467,0.0,0.03143406476027711,0.0,137.24353770561845,164.71428571428572,0.02099673451948607,0.5714285714285714,0.5269652394177068,0.48000000000000004,0.99882394449018,0.2,0.34394360179448835,0.0,0.00012207403790398877,0.0,56.546464430677204,32.857142857142854,0.5348054445020906,0.48142857142857143,0.5269652394177068,0.48000000000000004,22.76683858760338,36.285714285714285,42.7276528214362,75.0,31.79946287423322,76.42857142857143,52.892178106021305,118.14285714285714,1.153965880306406,0.2857142857142857,1.34598834192938,2.2857142857142856,9.789452803125096,15.571428571428571,18.426923429059723,32.0,14.574602496414075,27.285714285714285,23.839777825251016,44.857142857142854,0.5105441450239571,0.14285714285714285,0.511154515213477,1.2857142857142858,14.172643208105717,26.285714285714285,32.49742118594928,62.142857142857146,1.9077425458540604,8.0,2.8950468459120455,9.714285714285714,6.686452833643605,2.0,7.335184789574877,3.142857142857143,15.297372356334117,30.285714285714285,32.45451216162603,65.71428571428571,1.6254463332010864,3.142857142857143,2.1459089938047424,5.0,5.844019898068178,2.857142857142857,8.127231666005432,4.285714285714286,3.4834131900997956,12.285714285714286,11.370250556962798,28.0,1.0514847254860074,2.7142857142857144,1.2863246559038057,3.2857142857142856,5.2545548875392925,0.5714285714285714,5.770348216193121,0.7142857142857143,7.429517502365185,11.285714285714286,15.350779747917112,25.857142857142858,0.7394024475844599,2.0,0.9313028351695303,3.0,1.6205328531754508,2.2857142857142856,2.1448408459730826,3.142857142857143
Fabio Maldonado,Joey Beltran,Mario Yamasaki,1,2013-10-09,73.0,205.0,75.0,Orthodox,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,73.0,185.0,75.0,Orthodox,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,33.56331279945243,31.835728952772072,0.0,0.0,20.0,1.7275838466803606,0.3700000000000001,0.21999999999999997,-0.96,-0.010000000000000009,-0.03999999999999998,0.38999999999999996,-0.14,0.6,144.0,299.0,-155.0,2,3,5,4,5,9,-2,-2,-4,1,1,0.15761257035647278,0.1545433436532508,0.01728077330940533,0.011308049535603716,0.12841402235092583,0.16553728070175439,0.015791051472387633,0.016962074303405576,0.01310955216575577,0.015077399380804955,0.01698282894200179,0.005654024767801858,0.018174606411615953,0.02355843653250774,0.017876662044212413,0.0,0.03225806451612903,0.0,0.5599999999999999,0.37949119373776913,0.43478260869565216,0.16795275590551179,0.1935483870967742,0.0,0.06451612903225806,0.003913894324853229,136.25806451612902,332.5831702544031,0.0,0.0,0.35161290322580646,0.5127005870841488,0.0,0.011494252873563218,0.06451612903225806,0.0,0.0,0.0,6.354838709677419,136.9843444227006,0.5599999999999999,0.37949119373776913,0.35161290322580646,0.5127005870841488,74.74193548387096,61.30724070450098,118.16129032258064,168.2954990215264,118.03225806451613,143.96868884540118,165.09677419354838,261.66536203522503,0.6451612903225806,0.3522504892367906,1.3225806451612903,2.747553816046967,10.903225806451612,27.367906066536204,24.967741935483872,60.37573385518591,17.129032258064516,67.57925636007828,31.35483870967742,102.75538160469668,0.0,0.007827788649706457,0.03225806451612903,1.009784735812133,38.83870967741935,33.8238747553816,74.35483870967742,135.4422700587084,35.83870967741935,16.054794520547944,43.74193548387097,20.798434442270057,0.06451612903225806,11.428571428571429,0.06451612903225806,12.054794520547945,30.032258064516128,32.223091976516635,64.58064516129032,134.6164383561644,39.903225806451616,28.06457925636008,48.12903225806452,32.318982387475536,4.806451612903226,1.0195694716242663,5.451612903225806,1.360078277886497,7.419354838709677,12.017612524461839,19.741935483870968,44.44227005870842,3.4838709677419355,9.526418786692759,5.225806451612903,9.95303326810176,0.0,5.823874755381604,0.0,5.9804305283757335,7.935483870967742,8.389432485322896,21.0,39.256360078277886,2.967741935483871,18.900195694716242,3.967741935483871,21.021526418786692,0.0,0.07827788649706457,0.0,0.09784735812133072
Yan Cabral,David Mitchell,Mario Yamasaki,1,2013-10-09,71.0,155.0,73.0,Orthodox,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,72.0,170.0,75.0,Orthodox,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,30.409308692676248,33.960301163586585,-1.0,-2.0,-15.0,-3.5509924709103373,0.28,0.14999999999999997,-0.08000000000000007,0.06999999999999995,2.23,-0.15000000000000002,0.08000000000000002,-0.8,,95.0,,0,0,0,1,3,4,-1,-3,-4,0,0,0.06642702800036013,0.05123629474363108,0.015455793643648148,0.009422766849403418,0.0651116413072837,0.060659061593034504,0.020388493742684793,0.016195380522412126,0.09503668857477267,0.01943445662689455,0.011509633564418835,0.01472307320219284,0.012167326910957054,0.008539382457271847,0.03946160079229315,0.05889229280877136,,0.0,,0.37466666666666665,,0.532,,0.9333333333333333,,0.26666666666666666,,84.86666666666666,,0.0,,0.346,,0.5,,0.26666666666666666,,0.0,,10.8,,0.37466666666666665,,0.346,,29.0,,83.06666666666666,,87.06666666666666,,146.46666666666667,,0.4,,0.7333333333333333,,14.133333333333333,,42.06666666666667,,44.266666666666666,,73.53333333333333,,0.06666666666666667,,0.13333333333333333,,16.333333333333332,,66.2,,11.2,,13.8,,1.4666666666666666,,3.066666666666667,,14.066666666666666,,57.8,,10.933333333333334,,18.0,,4.0,,7.266666666666667,,8.0,,34.0,,6.066666666666666,,7.066666666666666,,0.06666666666666667,,1.0,,7.533333333333333,,30.066666666666666,,6.6,,12.0,,0.0,,0.0
Iliarde Santos,Chris Cariaso,Keith Peterson,0,2013-10-09,65.0,125.0,67.0,Orthodox,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0,63.0,125.0,64.0,Southpaw,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,33.03764544832307,32.369609856262834,2.0,3.0,0.0,0.6680355920602352,-0.3500000000000001,-0.13,3.8699999999999997,-0.040000000000000036,0.5499999999999998,-0.16,0.26,-0.8,67.0,144.0,-77.0,0,2,2,4,4,8,-4,-2,-6,0,0,0.09080550261042511,0.10349213397614819,0.009080550261042512,0.013284064958132454,0.1846378553078644,0.06889177873636133,0.017253045495980772,0.01884483633595534,0.05024571144443523,0.03429142349657448,0.006961755200132593,0.012048337985282924,0.025122855722217615,0.01760910936310581,0.0,0.024714539456990613,0.0,0.0,0.26666666666666666,0.3642352941176471,0.09333333333333334,0.7167843137254902,0.0,0.5333333333333333,0.0,0.06274509803921569,33.666666666666664,101.66666666666667,0.0,0.0,0.2733333333333334,0.3034117647058824,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,8.333333333333334,10.745098039215685,0.26666666666666666,0.3642352941176471,0.2733333333333334,0.3034117647058824,29.666666666666668,36.87450980392157,118.0,99.14901960784314,32.0,65.47058823529412,121.0,128.79607843137254,0.6666666666666666,1.2156862745098038,5.333333333333333,2.023529411764706,9.0,10.52156862745098,34.0,28.945098039215686,10.666666666666666,17.478431372549018,35.666666666666664,36.050980392156866,0.0,0.12549019607843137,2.0,0.32941176470588235,21.333333333333332,21.2078431372549,106.66666666666667,75.82745098039216,4.666666666666667,12.12156862745098,7.666666666666667,19.15686274509804,3.6666666666666665,3.545098039215686,3.6666666666666665,4.1647058823529415,28.0,18.607843137254903,113.0,71.3686274509804,0.3333333333333333,11.301960784313726,3.6666666666666665,14.988235294117647,1.3333333333333333,6.964705882352941,1.3333333333333333,12.792156862745099,6.666666666666667,5.043137254901961,30.666666666666668,20.890196078431373,0.6666666666666666,3.003921568627451,1.6666666666666667,5.047058823529412,1.6666666666666667,2.4745098039215687,1.6666666666666667,3.007843137254902,8.666666666666666,6.91764705882353,33.666666666666664,24.650980392156864,0.3333333333333333,2.850980392156863,0.3333333333333333,3.541176470588235,0.0,0.7529411764705882,0.0,0.7529411764705882
Demian Maia,Jake Shields,Marc Goddard,0,2013-10-09,73.0,170.0,72.0,Southpaw,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0,72.0,170.0,72.0,Orthodox,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,35.9233401779603,34.74880219028063,1.0,0.0,0.0,1.1745379876796704,-0.6500000000000001,0.07,0.2699999999999998,0.06999999999999995,-0.33999999999999986,-0.04999999999999999,0.26,-0.19999999999999996,249.0,116.0,133.0,12,4,16,3,3,6,9,1,10,3,1,0.05010669918451338,0.07050602741884653,0.011969933694078196,0.010360069335014183,0.05762270406219038,0.05180034667507091,0.017537344714579683,0.016115663410022064,0.06931426720524352,0.0814416561613615,0.006680893224601784,0.008345611408761423,0.016980603612529534,0.010072289631263788,0.027837055102507433,0.03453356445004727,0.0,0.0,0.6735835812924391,0.446984126984127,0.41417889256980595,0.11587301587301586,1.7936522468909744,0.0,0.00012207217517357137,0.0,449.9786373693446,299.36507936507934,0.0,0.0,0.768193789578088,0.48634920634920636,0.5127429905768179,0.05396825396825397,0.7583886472877088,0.0,3.0518043793392844e-05,0.0,194.29764248111695,56.87301587301587,0.6735835812924391,0.446984126984127,0.768193789578088,0.48634920634920636,12.310872053101397,64.52380952380952,25.49564354924849,158.9206349206349,42.528892957961396,123.6984126984127,59.50864423590448,223.52380952380952,4.5631189440756845,1.0793650793650793,11.178667887388418,13.444444444444445,7.473029678797589,26.73015873015873,12.326924544136721,64.11111111111111,22.130785076676585,37.333333333333336,28.677271686884872,75.47619047619048,2.471168078126192,0.2698412698412698,4.7662470435645075,4.111111111111111,7.960585946440833,14.301587301587302,20.00651560234989,82.87301587301587,2.0181124589913786,32.80952380952381,3.0040588998245212,50.3968253968254,2.3321736476691846,17.41269841269841,2.4850690470740826,25.650793650793652,3.9663538567177845,32.46031746031746,14.627832455939574,108.25396825396825,2.625223163195239,28.857142857142858,4.129549095902953,46.44444444444444,5.719295033188373,3.2063492063492065,6.738261997405966,4.222222222222222,4.183520256351568,2.4761904761904763,8.807888914320593,29.857142857142858,1.1292133974212253,13.047619047619047,1.3348134584573128,19.476190476190474,2.160296025024796,11.206349206349206,2.1842221713588157,14.777777777777779,1.207431143663691,12.238095238095237,4.443747615777829,42.857142857142854,1.971709773403525,14.476190476190476,2.7844968337529563,21.238095238095237,4.293888761730373,0.015873015873015872,5.098680094605935,0.015873015873015872
Erick Silva,Dong Hyun Kim,Mario Yamasaki,0,2013-10-09,72.0,170.0,74.0,Orthodox,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,74.0,170.0,76.0,Southpaw,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,29.300479123887747,31.89322381930185,-2.0,-2.0,0.0,-2.592744695414101,0.3799999999999999,-0.010000000000000009,2.29,-0.08999999999999997,-2.08,-0.08000000000000002,-0.1499999999999999,0.7999999999999999,123.0,221.0,-98.0,3,2,5,9,2,11,-6,0,-6,1,2,0.08532283685292469,0.0664718001545197,0.01638198467576154,0.01536376513005408,0.14265978321809006,0.05926023693020859,0.016723276023173236,0.018185681174349728,0.029009764529994393,0.09186904455318053,0.011945197159409456,0.013482487767190316,0.01911231545505513,0.022261782127221217,0.04778078863763782,0.01881277362863765,0.03225806451612903,0.0625305324865657,0.30451612903225805,0.5050464093795798,0.66,0.5195868230039083,1.2903225806451613,1.0092818759159745,0.0,0.019540791402051783,59.645161290322584,546.0410356619443,0.03225806451612903,0.0,0.2941935483870968,0.7259306301905227,,0.40046901172529314,0.7741935483870968,0.25500732779677576,0.0,0.0,20.93548387096774,159.6306790425012,0.30451612903225805,0.5050464093795798,0.2941935483870968,0.7259306301905227,6.838709677419355,22.085490962383975,11.774193548387096,49.363947239863215,8.580645161290322,116.29066927210552,13.580645161290322,148.3219345383488,0.5161290322580645,2.5251587689301416,0.7741935483870968,5.001954079140205,4.000000000000001,5.87542745481192,7.129032258064516,9.669272105520273,4.709677419354839,45.438202247191015,7.903225806451613,50.99706888128969,0.0,0.8163165608207132,0.0,2.136297020029311,3.806451612903226,15.661944308744504,7.580645161290323,41.25012212994626,2.2580645161290325,3.59990229604299,3.4193548387096775,4.193942354665364,0.7741935483870968,2.8236443575964825,0.7741935483870968,3.919882755251588,2.032258064516129,6.553492916463116,4.774193548387097,16.18124084025403,2.193548387096774,0.7332681973619931,4.000000000000001,0.7352222765021983,2.6129032258064515,14.798729848558867,3.0,32.44748412310699,1.4838709677419355,4.325842696629214,3.7096774193548385,7.820713238886175,2.0000000000000004,0.45530043966780653,2.903225806451613,0.5490962383976551,0.5161290322580645,1.0942843185148998,0.5161290322580645,1.2994626282364437,1.7741935483870968,3.7386419149975576,4.0,7.45676599902296,1.6774193548387097,0.5930630190522717,2.4516129032258065,0.5950170981924768,0.5483870967741935,1.5437225207620908,0.6774193548387096,1.6174890083048363
